Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Time Period Dates,Opioid Court Cases,Opioid Court Cases Description,Total Cases,Total Cases Description,Rate of Opioid Court Cases,Percentage of Opioid Court Cases,Percentage of Opioid Court Cases Description,Type of Rate,County_Code_Number,County_Code_Text,State_FIPS_Code,County_FIPS_Code,Latitude,Longitude,Georeferenced Latitude & Longitude
County,Beaver,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,4,04,42,007,40.6834924548,-80.3510735648,POINT (-80.3510735648 40.6834924548)
County,Franklin,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,7,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,28,28,42,055,39.9278619704,-77.7239884483,POINT (-77.7239884483 39.9278619704)
County,Warren,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,444,Total number of annual court cases,2.25,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",62,62,42,123,41.8167523652,-79.278581578,POINT (-79.278581578 41.8167523652)
County,Lehigh,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,81,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,5505,Total number of annual court cases,14.71,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",39,39,42,077,40.6146479416,-75.6009948118,POINT (-75.6009948118 40.6146479416)
County,Butler,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,37,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,2720,Total number of annual court cases,13.6,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",10,10,42,019,40.9108318483,-79.9171177889,POINT (-79.9171177889 40.9108318483)
State,Commonwealth,All,30 to 34 years,2018,2018 Q3,7/1/2018-9/30/2018,115,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,615,Total opioid court cases where age is known,,18.7,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Northampton,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,10,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,48,48,42,095,40.754595404,-75.3126372576,POINT (-75.3126372576 40.754595404)
County,Northumberland,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,49,49,42,097,40.8515092572,-76.7118842273,POINT (-76.7118842273 40.8515092572)
County,Delaware,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,16,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,23,23,42,045,39.9165786652,-75.4062771212,POINT (-75.40627712120002 39.9165786652)
County,Perry,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,50,50,42,099,40.4041531744,-77.2590738496,POINT (-77.2590738496 40.4041531744)
County,Pike,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,52,52,42,103,41.332571995,-75.0327092448,POINT (-75.0327092448 41.332571995)
County,Pike,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,52,52,42,103,41.332571995,-75.0327092448,POINT (-75.0327092448 41.332571995)
County,Lackawanna,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,103,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,2912,Total number of annual court cases,35.37,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",35,35,42,069,41.4391006428,-75.6121834524,POINT (-75.6121834524 41.4391006428)
County,Lebanon,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,17,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,38,38,42,075,40.3675970024,-76.4618257486,POINT (-76.4618257486 40.3675970024)
County,Delaware,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,15,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,23,23,42,045,39.9165786652,-75.4062771212,POINT (-75.40627712120002 39.9165786652)
County,Fayette,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,9,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,26,26,42,051,39.919447803,-79.6518963464,POINT (-79.6518963464 39.919447803)
County,Lycoming,All,All (18+ years),2018,2018 Q1,1/1/2018-3/31/2018,14,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,41,41,42,081,41.3445979226,-77.069424568,POINT (-77.069424568 41.3445979226)
County,Schuylkill,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,14,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,54,54,42,107,40.707512431,-76.223323851,POINT (-76.223323851 40.707512431000005)
County,Wyoming,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,66,66,42,131,41.5189248803,-76.0181300338,POINT (-76.0181300338 41.5189248803)
State,Commonwealth,All,40 to 44 years,2017,2017 Q1,1/1/2017-3/31/2017,77,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,987,Total opioid court cases where age is known,,7.8,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Juniata,All,All (18+ years),2018,2018 Q2,4/1/2018-6/30/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,34,34,42,067,40.5343300836,-77.405775001,POINT (-77.405775001 40.5343300836)
County,Mercer,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,43,43,42,085,41.302377765,-80.2600941079,POINT (-80.26009410790002 41.302377765)
County,Lehigh,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,15,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,39,39,42,077,40.6146479416,-75.6009948118,POINT (-75.6009948118 40.6146479416)
County,Pike,All,All (18+ years),2018,2018 Q2,4/1/2018-6/30/2018,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,52,52,42,103,41.332571995,-75.0327092448,POINT (-75.0327092448 41.332571995)
County,Wyoming,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,366,Total number of annual court cases,5.46,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",66,66,42,131,41.5189248803,-76.0181300338,POINT (-76.0181300338 41.5189248803)
County,Dauphin,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,41,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,22,22,42,043,40.4197463597,-76.7796056802,POINT (-76.7796056802 40.4197463597)
County,Indiana,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,32,32,42,063,40.6529549748,-79.0933349286,POINT (-79.0933349286 40.6529549748)
County,Somerset,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,56,56,42,111,39.9714629901,-79.0310020611,POINT (-79.0310020611 39.9714629901)
State,Commonwealth,All,45 to 49 years,2017,2017 Q4,10/1/2017-12/31/2017,35,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,796,Total opioid court cases where age is known,,4.4,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Luzerne,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,116,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,4213,Total number of annual court cases,27.53,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",40,40,42,079,41.1783643884,-75.991996098,POINT (-75.991996098 41.178364388400006)
County,Lehigh,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,23,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,39,39,42,077,40.6146479416,-75.6009948118,POINT (-75.6009948118 40.6146479416)
State,Commonwealth,All,56+ years,2017,2017 Q3,7/1/2017-9/30/2017,25,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,865,Total opioid court cases where age is known,,2.9,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
State,Commonwealth,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,1036,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
State,Commonwealth,All,18 to 19 years,2016,2016 Annual,1/1/2016-12/31/2016,165,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,4059,Total opioid court cases where age is known,,4.1,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
State,Commonwealth,All,30 to 34 years,2016,2016 Q4,10/1/2016-12/31/2016,162,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,915,Total opioid court cases where age is known,,17.7,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Bucks,All,All (18+ years),2018,2018 Q2,4/1/2018-6/30/2018,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,9,09,42,017,40.335011331,-75.1129124111,POINT (-75.1129124111 40.335011331)
County,Lackawanna,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,31,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,35,35,42,069,41.4391006428,-75.6121834524,POINT (-75.6121834524 41.4391006428)
County,Clarion,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,4,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,16,16,42,031,41.1927912877,-79.4248360769,POINT (-79.4248360769 41.1927912877)
