County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude,Longitude,Georeferenced Latitude & Longitude
Cumberland,0.6,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Blair,10.27,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Mifflin,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Montgomery,56.48,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,46,46,42,91,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
Cumberland,1.48,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Lackawanna,1.57,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Juniata,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,No Emergency Department Identified in County.,34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Fayette,7.19,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Allegheny,3.97,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Centre,141.82,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,14,14,42,27,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Allegheny,11.46,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
McKean,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,42,42,42,83,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Lycoming,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Not displayed when count is between 1 and 4.,41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Columbia,56.16,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,Less than 100% of Emergency Departments in the County are Under Surveillance.,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Schuylkill,6.41,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,54,54,42,107,40.70751243,-76.22332385,POINT (-76.22332385 40.70751243)
Cameron,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,No Emergency Department Identified in County.,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Pennsylvania,8.84,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,0,0,42,0,39.346129,-75.167756,POINT (-75.167756 39.346129)
Butler,53.43,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Wayne,1.17,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Bucks,91.93,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Mercer,13.78,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Carbon,19.42,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,1 facility closed in Q2 2019.,13,13,42,25,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
Jefferson,5.96,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,33,33,42,65,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Lehigh,10.84,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Schuylkill,11.9,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,54,54,42,107,40.70751243,-76.22332385,POINT (-76.22332385 40.70751243)
Union,5.49,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Bucks,1.07,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Lycoming,0.79,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Tioga,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2020 Q1,2020,01/01/2020,,59,59,42,117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Bucks,95.21,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,9,9,42,17,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Mifflin,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Cambria,0.91,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,11,11,42,21,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Somerset,1.08,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Clarion,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q4,2019,10/01/2019,Not displayed when count is between 1 and 4.,16,16,42,31,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Lehigh,0.93,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Armstrong,1.84,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Armstrong,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Adams,4.38,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Lawrence,34.84,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Cumberland,5.65,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Perry,1.08,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Montour,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,47,47,42,93,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Franklin,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Blair,1.55,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Somerset,1.22,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,56,56,42,111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Huntingdon,66.6,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Mercer,1.54,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Lackawanna,82.15,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Butler,0.91,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,10,10,42,19,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Forest,0,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Mercer,8.71,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q3,2019,07/01/2019,,43,43,42,85,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Indiana,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Huntingdon,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Bradford,8.38,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,8,8,42,15,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Huntingdon,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,31,31,42,61,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Westmoreland,9.28,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,65,65,42,129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Fayette,1.07,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Washington,11.3,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,63,63,42,125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Cumberland,12.65,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Adams,4.1,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,1,1,42,1,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Union,2.68,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Luzerne,2.86,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Westmoreland,16.38,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,,65,65,42,129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Columbia,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Delaware,11.53,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,23,23,42,45,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Indiana,53.26,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Armstrong,1.38,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,3,3,42,5,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Montgomery,59.42,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,46,46,42,91,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
Perry,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,No Emergency Department Identified in County.,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Allegheny,15.49,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,2,2,42,3,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Blair,12.44,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,7,7,42,13,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Berks,1.59,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,6,6,42,11,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Chester,0.73,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Susquehanna,3.7,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,58,58,42,115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Luzerne,2.02,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,40,40,42,79,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Northampton,16.57,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Lebanon,1.73,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,38,38,42,75,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Northampton,6.56,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,48,48,42,95,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Venango,73.22,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,61,61,42,121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Cameron,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q4,2019,10/01/2019,No Emergency Department Identified in County.,12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Chester,57.51,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Wayne,13.39,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Columbia,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Not displayed when count is between 1 and 4.,19,19,42,37,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Lackawanna,6.4,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,35,35,42,69,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Perry,3.71,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,50,50,42,99,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Warren,26.63,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,62,62,42,123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Lawrence,53.09,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,37,37,42,73,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Centre,3.13,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,14,14,42,27,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
